user_loc,fr_loc,scaled_sci
USA27157,MEX4,902
USA27157,MEX5,198
USA27157,MEX6,341
USA27157,MEX7,453
USA27157,MEX8,113
USA27157,MEX9,48
USA27159,ARG1,8
USA27159,ARG10,3
USA27159,ARG11,11
USA27159,ARG12,2
USA27159,ARG13,5
USA27159,ARG14,4
USA27159,ARG15,4
USA27159,ARG16,7
USA27159,ARG17,3
USA27159,ARG18,4
USA27159,ARG19,9
USA27159,ARG2,8
USA27159,ARG20,10
USA27159,ARG21,10
USA27159,ARG22,1
USA27159,ARG23,24
USA27159,ARG24,4
USA27159,ARG3,3
USA27159,ARG4,4
USA27159,ARG5,6
USA27159,ARG6,15
USA27159,ARG7,5
USA27159,ARG8,6
USA27159,ARG9,3
USA27159,MEX1,9
USA27159,MEX10,15
USA27159,MEX11,64
USA27159,MEX12,29
USA27159,MEX13,8
USA27159,MEX14,26
USA27159,MEX15,14
USA27159,MEX16,40
USA27159,MEX17,58
USA27159,MEX18,12
USA27159,MEX19,18
USA27159,MEX2,38
USA27159,MEX20,6
USA27159,MEX21,79
USA27159,MEX22,13
USA27159,MEX23,21
USA27159,MEX24,11
USA27159,MEX25,84
USA27159,MEX26,12
USA27159,MEX27,5
USA27159,MEX28,36
USA27159,MEX29,5
USA27159,MEX3,23
USA27159,MEX30,8
USA27159,MEX31,11
USA27159,MEX32,17
USA27159,MEX4,85
USA27159,MEX5,6
USA27159,MEX6,21
USA27159,MEX7,218
USA27159,MEX8,32
USA27159,MEX9,16
USA27161,ARG1,12
USA27161,ARG10,6
USA27161,ARG11,9
USA27161,ARG12,3
USA27161,ARG13,8
USA27161,ARG14,17
USA27161,ARG15,9
USA27161,ARG16,11
USA27161,ARG17,8
USA27161,ARG18,13
USA27161,ARG19,10
USA27161,ARG2,11
USA27161,ARG20,7
USA27161,ARG21,9
USA27161,ARG22,6
USA27161,ARG23,17
USA27161,ARG24,10
USA27161,ARG3,4
USA27161,ARG4,50
USA27161,ARG5,12
USA27161,ARG6,21
USA27161,ARG7,9
USA27161,ARG8,11
USA27161,ARG9,11
USA27161,MEX1,61
USA27161,MEX10,53
USA27161,MEX11,142
USA27161,MEX12,160
USA27161,MEX13,55
USA27161,MEX14,259
USA27161,MEX15,39
USA27161,MEX16,56
USA27161,MEX17,607
USA27161,MEX18,113
USA27161,MEX19,707
USA27161,MEX2,87
USA27161,MEX20,154
USA27161,MEX21,51
USA27161,MEX22,55
USA27161,MEX23,158
USA27161,MEX24,551
USA27161,MEX25,69
USA27161,MEX26,67
USA27161,MEX27,37
USA27161,MEX28,1304
USA27161,MEX29,41
USA27161,MEX3,76
USA27161,MEX30,100
USA27161,MEX31,80
USA27161,MEX32,300
USA27161,MEX4,50
USA27161,MEX5,145
USA27161,MEX6,65
USA27161,MEX7,521
USA27161,MEX8,38
USA27161,MEX9,43
USA27163,ARG1,18
USA27163,ARG10,6
USA27163,ARG11,13
USA27163,ARG12,6
USA27163,ARG13,14
USA27163,ARG14,10
USA27163,ARG15,20
USA27163,ARG16,17
USA27163,ARG17,8
USA27163,ARG18,13
USA27163,ARG19,12
USA27163,ARG2,19
USA27163,ARG20,10
USA27163,ARG21,10
USA27163,ARG22,7
USA27163,ARG23,14
USA27163,ARG24,7
USA27163,ARG3,11
USA27163,ARG4,10
USA27163,ARG5,13
USA27163,ARG6,44
USA27163,ARG7,7
USA27163,ARG8,11
USA27163,ARG9,6
USA27163,MEX1,90
USA27163,MEX10,117
USA27163,MEX11,112
USA27163,MEX12,123
USA27163,MEX13,72
USA27163,MEX14,103
USA27163,MEX15,52
USA27163,MEX16,290
USA27163,MEX17,310
USA27163,MEX18,102
USA27163,MEX19,46
USA27163,MEX2,96
USA27163,MEX20,62
USA27163,MEX21,103
USA27163,MEX22,67
USA27163,MEX23,111
USA27163,MEX24,73
USA27163,MEX25,59
USA27163,MEX26,57
USA27163,MEX27,16
USA27163,MEX28,48
USA27163,MEX29,49
USA27163,MEX3,60
USA27163,MEX30,62
USA27163,MEX31,39
USA27163,MEX32,110
USA27163,MEX4,41
USA27163,MEX5,34
USA27163,MEX6,122
USA27163,MEX7,48
USA27163,MEX8,44
USA27163,MEX9,54
USA27165,ARG1,16
USA27165,ARG10,14
USA27165,ARG11,12
USA27165,ARG12,9
USA27165,ARG13,13
USA27165,ARG14,29
USA27165,ARG15,19
USA27165,ARG16,11
USA27165,ARG17,17
USA27165,ARG18,12
USA27165,ARG19,11
USA27165,ARG2,12
USA27165,ARG20,16
USA27165,ARG21,13
USA27165,ARG22,15
USA27165,ARG23,29
USA27165,ARG24,22
USA27165,ARG3,9
USA27165,ARG4,27
USA27165,ARG5,11
USA27165,ARG6,19
USA27165,ARG7,17
USA27165,ARG8,9
USA27165,ARG9,32
USA27165,MEX1,377
USA27165,MEX10,3328
USA27165,MEX11,849
USA27165,MEX12,521
USA27165,MEX13,266
USA27165,MEX14,456
USA27165,MEX15,182
USA27165,MEX16,438
USA27165,MEX17,140
USA27165,MEX18,144
USA27165,MEX19,512
USA27165,MEX2,267
USA27165,MEX20,184
USA27165,MEX21,215
USA27165,MEX22,356
USA27165,MEX23,180
USA27165,MEX24,500
USA27165,MEX25,488
USA27165,MEX26,120
USA27165,MEX27,104
USA27165,MEX28,2054
USA27165,MEX29,110
USA27165,MEX3,247
USA27165,MEX30,241
USA27165,MEX31,97
USA27165,MEX32,616
USA27165,MEX4,86
USA27165,MEX5,459
USA27165,MEX6,761
USA27165,MEX7,2534
USA27165,MEX8,561
USA27165,MEX9,137
USA27167,ARG1,12
USA27167,ARG10,4
USA27167,ARG11,13
USA27167,ARG12,1
USA27167,ARG13,15
USA27167,ARG14,3
USA27167,ARG15,13
USA27167,ARG16,6
USA27167,ARG17,5
USA27167,ARG18,13
USA27167,ARG19,9
USA27167,ARG2,13
USA27167,ARG20,5
USA27167,ARG21,13
USA27167,ARG22,9
USA27167,ARG23,1
USA27167,ARG24,9
USA27167,ARG3,1
USA27167,ARG4,8
USA27167,ARG5,17
USA27167,ARG6,23
USA27167,ARG7,10
USA27167,ARG8,13
USA27167,ARG9,6
USA27167,MEX1,62
USA27167,MEX10,302
USA27167,MEX11,207
USA27167,MEX12,390
USA27167,MEX13,379
USA27167,MEX14,75
USA27167,MEX15,66
USA27167,MEX16,973
USA27167,MEX17,204
USA27167,MEX18,39
USA27167,MEX19,61
USA27167,MEX2,89
USA27167,MEX20,396
USA27167,MEX21,257
USA27167,MEX22,97
USA27167,MEX23,167
USA27167,MEX24,113
USA27167,MEX25,101
USA27167,MEX26,35
USA27167,MEX27,288
USA27167,MEX28,153
USA27167,MEX29,1168
USA27167,MEX3,87
USA27167,MEX30,129
USA27167,MEX31,36
USA27167,MEX32,178
USA27167,MEX4,70
USA27167,MEX5,791
USA27167,MEX6,116
USA27167,MEX7,610
USA27167,MEX8,56
USA27167,MEX9,82
USA27169,ARG1,13
USA27169,ARG10,8
USA27169,ARG11,16
USA27169,ARG12,4
USA27169,ARG13,14
USA27169,ARG14,7
USA27169,ARG15,13
USA27169,ARG16,18
USA27169,ARG17,7
USA27169,ARG18,20
USA27169,ARG19,9
USA27169,ARG2,13
USA27169,ARG20,12
USA27169,ARG21,13
USA27169,ARG22,7
USA27169,ARG23,13
USA27169,ARG24,28
USA27169,ARG3,5
USA27169,ARG4,11
USA27169,ARG5,16
USA27169,ARG6,28
USA27169,ARG7,11
USA27169,ARG8,8
USA27169,ARG9,9
USA27169,MEX1,170
USA27169,MEX10,44
USA27169,MEX11,483
USA27169,MEX12,39
USA27169,MEX13,125
USA27169,MEX14,161
USA27169,MEX15,46
USA27169,MEX16,123
USA27169,MEX17,60
USA27169,MEX18,42
USA27169,MEX19,191
USA27169,MEX2,63
USA27169,MEX20,113
USA27169,MEX21,402
USA27169,MEX22,267
USA27169,MEX23,88
USA27169,MEX24,63
USA27169,MEX25,36
USA27169,MEX26,51
USA27169,MEX27,19
USA27169,MEX28,174
USA27169,MEX29,25
USA27169,MEX3,68
USA27169,MEX30,258
USA27169,MEX31,27
USA27169,MEX32,154
USA27169,MEX4,50
USA27169,MEX5,84
USA27169,MEX6,75
USA27169,MEX7,71
USA27169,MEX8,38
USA27169,MEX9,55
USA27171,ARG1,11
USA27171,ARG10,4
USA27171,ARG11,8
USA27171,ARG12,5
USA27171,ARG13,10
USA27171,ARG14,8
USA27171,ARG15,8
USA27171,ARG16,9
USA27171,ARG17,5
USA27171,ARG18,5
USA27171,ARG19,7
USA27171,ARG2,9
USA27171,ARG20,6
USA27171,ARG21,8
USA27171,ARG22,4
USA27171,ARG23,7
USA27171,ARG24,6
USA27171,ARG3,5
USA27171,ARG4,6
USA27171,ARG5,8
USA27171,ARG6,21
USA27171,ARG7,7
USA27171,ARG8,18
USA27171,ARG9,6
USA27171,MEX1,49
USA27171,MEX10,116
USA27171,MEX11,82
USA27171,MEX12,87
USA27171,MEX13,44
USA27171,MEX14,156
USA27171,MEX15,39
USA27171,MEX16,131
USA27171,MEX17,299
USA27171,MEX18,754
USA27171,MEX19,49
USA27171,MEX2,86
USA27171,MEX20,62
USA27171,MEX21,104
USA27171,MEX22,37
USA27171,MEX23,106
USA27171,MEX24,72
USA27171,MEX25,159
USA27171,MEX26,65
USA27171,MEX27,27
USA27171,MEX28,114
USA27171,MEX29,17
USA27171,MEX3,77
USA27171,MEX30,42
USA27171,MEX31,44
USA27171,MEX32,257
USA27171,MEX4,56
USA27171,MEX5,39
USA27171,MEX6,228
USA27171,MEX7,116
USA27171,MEX8,201
USA27171,MEX9,35
USA27173,ARG1,13
USA27173,ARG10,2
USA27173,ARG11,14
USA27173,ARG12,11
USA27173,ARG13,14
USA27173,ARG14,12
USA27173,ARG15,14
USA27173,ARG16,10
USA27173,ARG17,11
USA27173,ARG18,8
USA27173,ARG19,31
USA27173,ARG2,11
USA27173,ARG20,12
USA27173,ARG21,13
USA27173,ARG22,5
USA27173,ARG23,21
USA27173,ARG24,8
USA27173,ARG3,9
USA27173,ARG4,16
USA27173,ARG5,7
USA27173,ARG6,16
USA27173,ARG7,16
USA27173,ARG8,9
USA27173,ARG9,24
USA27173,MEX1,113
USA27173,MEX10,179
USA27173,MEX11,57
USA27173,MEX12,576
USA27173,MEX13,44
USA27173,MEX14,45
USA27173,MEX15,50
USA27173,MEX16,43
USA27173,MEX17,39
USA27173,MEX18,38
USA27173,MEX19,83
USA27173,MEX2,179
USA27173,MEX20,45
USA27173,MEX21,33
USA27173,MEX22,37
USA27173,MEX23,85
USA27173,MEX24,151
USA27173,MEX25,168
USA27173,MEX26,28
USA27173,MEX27,20
USA27173,MEX28,210
USA27173,MEX29,261
USA27173,MEX3,72
USA27173,MEX30,166
USA27173,MEX31,23
USA27173,MEX32,71
USA27173,MEX4,33
USA27173,MEX5,106
USA27173,MEX6,80
USA27173,MEX7,172
USA27173,MEX8,46
USA27173,MEX9,72
USA28001,ARG1,12
USA28001,ARG10,6
USA28001,ARG11,7
USA28001,ARG12,7
USA28001,ARG13,13
USA28001,ARG14,11
USA28001,ARG15,8
USA28001,ARG16,8
USA28001,ARG17,7
USA28001,ARG18,37
USA28001,ARG19,11
USA28001,ARG2,10
USA28001,ARG20,5
USA28001,ARG21,11
USA28001,ARG22,8
USA28001,ARG23,27
USA28001,ARG24,9
USA28001,ARG3,9
USA28001,ARG4,10
USA28001,ARG5,10
USA28001,ARG6,21
USA28001,ARG7,13
USA28001,ARG8,7
USA28001,ARG9,7
USA28001,MEX1,22
USA28001,MEX10,18
USA28001,MEX11,52
USA28001,MEX12,41
USA28001,MEX13,184
USA28001,MEX14,18
USA28001,MEX15,39
USA28001,MEX16,17
USA28001,MEX17,23
USA28001,MEX18,17
USA28001,MEX19,22
USA28001,MEX2,35
USA28001,MEX20,19
USA28001,MEX21,24
USA28001,MEX22,292
USA28001,MEX23,61
USA28001,MEX24,42
USA28001,MEX25,58
USA28001,MEX26,32
USA28001,MEX27,41
USA28001,MEX28,43
USA28001,MEX29,11
USA28001,MEX3,24
USA28001,MEX30,36
USA28001,MEX31,179
USA28001,MEX32,32
USA28001,MEX4,16
USA28001,MEX5,21
USA28001,MEX6,36
USA28001,MEX7,21
USA28001,MEX8,12
USA28001,MEX9,22
USA28003,ARG1,11
USA28003,ARG10,4
USA28003,ARG11,10
USA28003,ARG12,9
USA28003,ARG13,8
USA28003,ARG14,11
USA28003,ARG15,11
USA28003,ARG16,9
USA28003,ARG17,7
USA28003,ARG18,8
USA28003,ARG19,10
USA28003,ARG2,9
USA28003,ARG20,4
USA28003,ARG21,9
USA28003,ARG22,7
USA28003,ARG23,13
USA28003,ARG24,9
USA28003,ARG3,7
USA28003,ARG4,9
USA28003,ARG5,10
USA28003,ARG6,15
USA28003,ARG7,8
USA28003,ARG8,9
USA28003,ARG9,9
USA28003,MEX1,64
USA28003,MEX10,54
USA28003,MEX11,87
USA28003,MEX12,244
USA28003,MEX13,43
USA28003,MEX14,101
USA28003,MEX15,43
USA28003,MEX16,49
USA28003,MEX17,66
USA28003,MEX18,55
USA28003,MEX19,61
USA28003,MEX2,68
USA28003,MEX20,112
USA28003,MEX21,60
USA28003,MEX22,130
USA28003,MEX23,139
USA28003,MEX24,70
USA28003,MEX25,40
USA28003,MEX26,51
USA28003,MEX27,170
USA28003,MEX28,134
USA28003,MEX29,37
USA28003,MEX3,69
USA28003,MEX30,216
USA28003,MEX31,81
USA28003,MEX32,165
USA28003,MEX4,1842
USA28003,MEX5,398
USA28003,MEX6,87
USA28003,MEX7,40
USA28003,MEX8,126
USA28003,MEX9,32
USA28005,ARG1,10
USA28005,ARG10,7
USA28005,ARG11,16
USA28005,ARG12,3
USA28005,ARG13,11
USA28005,ARG14,3
USA28005,ARG15,8
USA28005,ARG16,3
USA28005,ARG17,6
USA28005,ARG18,4
USA28005,ARG19,8
USA28005,ARG2,12
USA28005,ARG20,3
USA28005,ARG21,8
USA28005,ARG22,2
USA28005,ARG23,9
USA28005,ARG24,2
USA28005,ARG3,1
USA28005,ARG4,8
USA28005,ARG5,3
USA28005,ARG6,20
USA28005,ARG7,7
USA28005,ARG8,7
USA28005,ARG9,3
USA28005,MEX1,22
USA28005,MEX10,29
USA28005,MEX11,21
USA28005,MEX12,281
USA28005,MEX13,16
USA28005,MEX14,24
USA28005,MEX15,17
USA28005,MEX16,242
USA28005,MEX17,22
USA28005,MEX18,23
USA28005,MEX19,62
USA28005,MEX2,46
USA28005,MEX20,31
USA28005,MEX21,21
USA28005,MEX22,18
USA28005,MEX23,49
USA28005,MEX24,13
USA28005,MEX25,19
USA28005,MEX26,35
USA28005,MEX27,29
USA28005,MEX28,404
USA28005,MEX29,14
USA28005,MEX3,36
USA28005,MEX30,101
USA28005,MEX31,17
USA28005,MEX32,12
USA28005,MEX4,29
USA28005,MEX5,20
USA28005,MEX6,30
USA28005,MEX7,27
USA28005,MEX8,57
USA28005,MEX9,21
USA28007,ARG1,9
USA28007,ARG10,10
USA28007,ARG11,22
USA28007,ARG12,5
USA28007,ARG13,4
USA28007,ARG14,11
USA28007,ARG15,9
USA28007,ARG16,7
USA28007,ARG17,6
USA28007,ARG18,8
USA28007,ARG19,9
USA28007,ARG2,8
USA28007,ARG20,6
USA28007,ARG21,105
USA28007,ARG22,10
USA28007,ARG23,14
USA28007,ARG24,4
USA28007,ARG3,1
USA28007,ARG4,7
USA28007,ARG5,12
USA28007,ARG6,14
USA28007,ARG7,9
USA28007,ARG8,11
USA28007,ARG9,3
USA28007,MEX1,27
USA28007,MEX10,61
USA28007,MEX11,207
USA28007,MEX12,109
USA28007,MEX13,79
USA28007,MEX14,39
USA28007,MEX15,28
USA28007,MEX16,255
USA28007,MEX17,19
USA28007,MEX18,141
USA28007,MEX19,46
USA28007,MEX2,28
USA28007,MEX20,31
USA28007,MEX21,46
USA28007,MEX22,86
USA28007,MEX23,35
USA28007,MEX24,34
USA28007,MEX25,25
USA28007,MEX26,50
USA28007,MEX27,26
USA28007,MEX28,44
USA28007,MEX29,15
USA28007,MEX3,28
USA28007,MEX30,166
USA28007,MEX31,24
USA28007,MEX32,39
USA28007,MEX4,20
USA28007,MEX5,43
USA28007,MEX6,267
USA28007,MEX7,30
USA28007,MEX8,12
USA28007,MEX9,23
USA28009,ARG1,17
USA28009,ARG10,4
USA28009,ARG11,17
USA28009,ARG12,3
USA28009,ARG13,21
USA28009,ARG14,14
USA28009,ARG15,6
USA28009,ARG16,12
USA28009,ARG17,5
USA28009,ARG18,6
USA28009,ARG19,8
USA28009,ARG2,15
USA28009,ARG20,17
USA28009,ARG21,10
USA28009,ARG22,7
USA28009,ARG23,38
USA28009,ARG24,5
USA28009,ARG3,3
USA28009,ARG4,14
USA28009,ARG5,15
USA28009,ARG6,22
USA28009,ARG7,9
USA28009,ARG8,9
USA28009,ARG9,6
USA28009,MEX1,130
USA28009,MEX10,69
USA28009,MEX11,132
USA28009,MEX12,84
USA28009,MEX13,62
USA28009,MEX14,102
USA28009,MEX15,42
USA28009,MEX16,74
USA28009,MEX17,43
USA28009,MEX18,157
USA28009,MEX19,125
USA28009,MEX2,92
USA28009,MEX20,111
USA28009,MEX21,32
USA28009,MEX22,65
USA28009,MEX23,95
USA28009,MEX24,132
USA28009,MEX25,59
USA28009,MEX26,129
USA28009,MEX27,100
USA28009,MEX28,225
USA28009,MEX29,31
USA28009,MEX3,73
USA28009,MEX30,54
USA28009,MEX31,19
USA28009,MEX32,235
USA28009,MEX4,29
USA28009,MEX5,111
USA28009,MEX6,72
USA28009,MEX7,61
USA28009,MEX8,265
USA28009,MEX9,40
USA28011,ARG1,10
USA28011,ARG10,9
USA28011,ARG11,7
USA28011,ARG12,11
USA28011,ARG13,11
USA28011,ARG14,9
USA28011,ARG15,11
USA28011,ARG16,13
USA28011,ARG17,5
USA28011,ARG18,8
USA28011,ARG19,5
USA28011,ARG2,9
USA28011,ARG20,5
USA28011,ARG21,9
USA28011,ARG22,7
USA28011,ARG23,19
USA28011,ARG24,139
USA28011,ARG3,12
USA28011,ARG4,8
USA28011,ARG5,12
USA28011,ARG6,22
USA28011,ARG7,7
USA28011,ARG8,9
USA28011,ARG9,6
USA28011,MEX1,30
USA28011,MEX10,82
USA28011,MEX11,229
USA28011,MEX12,20
USA28011,MEX13,31
USA28011,MEX14,92
USA28011,MEX15,27
USA28011,MEX16,129
USA28011,MEX17,17
USA28011,MEX18,18
USA28011,MEX19,70
USA28011,MEX2,79
USA28011,MEX20,13
USA28011,MEX21,15
USA28011,MEX22,788
USA28011,MEX23,29
USA28011,MEX24,463
USA28011,MEX25,13
USA28011,MEX26,58
USA28011,MEX27,13
USA28011,MEX28,90
USA28011,MEX29,20
USA28011,MEX3,43
USA28011,MEX30,21
USA28011,MEX31,16
USA28011,MEX32,78
USA28011,MEX4,14
USA28011,MEX5,50
USA28011,MEX6,40
USA28011,MEX7,55
USA28011,MEX8,23
USA28011,MEX9,28
USA28013,ARG1,13
USA28013,ARG10,17
USA28013,ARG11,38
USA28013,ARG12,3
USA28013,ARG13,11
USA28013,ARG14,17
USA28013,ARG15,10
USA28013,ARG16,17
USA28013,ARG17,13
USA28013,ARG18,11
USA28013,ARG19,16
USA28013,ARG2,13
USA28013,ARG20,13
USA28013,ARG21,9
USA28013,ARG22,14
USA28013,ARG23,11
USA28013,ARG24,16
USA28013,ARG3,7
USA28013,ARG4,13
USA28013,ARG5,11
USA28013,ARG6,17
USA28013,ARG7,17
USA28013,ARG8,10
USA28013,ARG9,12
USA28013,MEX1,263
USA28013,MEX10,224
USA28013,MEX11,1697
USA28013,MEX12,245
USA28013,MEX13,2897
USA28013,MEX14,133
USA28013,MEX15,144
USA28013,MEX16,498
USA28013,MEX17,377
USA28013,MEX18,120
USA28013,MEX19,863
USA28013,MEX2,74
USA28013,MEX20,87
USA28013,MEX21,95
USA28013,MEX22,1300
USA28013,MEX23,88
USA28013,MEX24,8088
USA28013,MEX25,70
USA28013,MEX26,127
USA28013,MEX27,73
USA28013,MEX28,746
USA28013,MEX29,206
USA28013,MEX3,127
USA28013,MEX30,273
USA28013,MEX31,55
USA28013,MEX32,319
USA28013,MEX4,65
USA28013,MEX5,373
USA28013,MEX6,137
USA28013,MEX7,144
USA28013,MEX8,58
USA28013,MEX9,117
USA28015,ARG1,6
USA28015,ARG10,1
USA28015,ARG11,17
USA28015,ARG12,13
USA28015,ARG13,6
USA28015,ARG14,4
USA28015,ARG15,8
USA28015,ARG16,6
USA28015,ARG17,3
USA28015,ARG18,6
USA28015,ARG19,2
USA28015,ARG2,6
USA28015,ARG20,6
USA28015,ARG21,7
USA28015,ARG22,1
USA28015,ARG23,1
USA28015,ARG24,3
USA28015,ARG3,5
USA28015,ARG4,5
USA28015,ARG5,11
USA28015,ARG6,13
USA28015,ARG7,3
USA28015,ARG8,4
USA28015,ARG9,4
USA28015,MEX1,246
USA28015,MEX10,545
USA28015,MEX11,387
USA28015,MEX12,17
USA28015,MEX13,17
USA28015,MEX14,202
USA28015,MEX15,15
USA28015,MEX16,19
USA28015,MEX17,11
USA28015,MEX18,16
USA28015,MEX19,93
USA28015,MEX2,35
USA28015,MEX20,46
USA28015,MEX21,10
USA28015,MEX22,85
USA28015,MEX23,20
USA28015,MEX24,157
USA28015,MEX25,16
USA28015,MEX26,15
USA28015,MEX27,10
USA28015,MEX28,249
USA28015,MEX29,5
USA28015,MEX3,54
USA28015,MEX30,13
USA28015,MEX31,17
USA28015,MEX32,27
USA28015,MEX4,19
USA28015,MEX5,21
USA28015,MEX6,28
USA28015,MEX7,36
USA28015,MEX8,15
USA28015,MEX9,16
USA28017,ARG1,9
USA28017,ARG10,6
USA28017,ARG11,3
USA28017,ARG12,7
USA28017,ARG13,8
USA28017,ARG14,11
USA28017,ARG15,14
USA28017,ARG16,7
USA28017,ARG17,12
USA28017,ARG18,10
USA28017,ARG19,5
USA28017,ARG2,8
USA28017,ARG20,5
USA28017,ARG21,7
USA28017,ARG22,10
USA28017,ARG23,10
USA28017,ARG24,9
USA28017,ARG3,3
USA28017,ARG4,9
USA28017,ARG5,7
USA28017,ARG6,12
USA28017,ARG7,13
USA28017,ARG8,7
USA28017,ARG9,10
USA28017,MEX1,79
USA28017,MEX10,91
USA28017,MEX11,524
USA28017,MEX12,98
USA28017,MEX13,663
USA28017,MEX14,122
USA28017,MEX15,71
USA28017,MEX16,453
USA28017,MEX17,47
USA28017,MEX18,84
USA28017,MEX19,233
USA28017,MEX2,60
USA28017,MEX20,86
USA28017,MEX21,102
USA28017,MEX22,609
USA28017,MEX23,51
USA28017,MEX24,2852
USA28017,MEX25,45
USA28017,MEX26,51
USA28017,MEX27,52
USA28017,MEX28,283
USA28017,MEX29,272
USA28017,MEX3,66
USA28017,MEX30,99
USA28017,MEX31,27
USA28017,MEX32,305
USA28017,MEX4,44
USA28017,MEX5,70
USA28017,MEX6,88
USA28017,MEX7,217
USA28017,MEX8,83
USA28017,MEX9,62
USA28019,ARG1,11
USA28019,ARG10,6
USA28019,ARG11,6
USA28019,ARG12,3
USA28019,ARG13,7
USA28019,ARG14,7
USA28019,ARG15,7
USA28019,ARG16,7
USA28019,ARG17,9
USA28019,ARG18,1
USA28019,ARG19,1
USA28019,ARG2,5
USA28019,ARG20,12
USA28019,ARG21,5
USA28019,ARG22,2
USA28019,ARG23,16
USA28019,ARG24,9
USA28019,ARG3,11
USA28019,ARG4,11
USA28019,ARG5,7
USA28019,ARG6,14
USA28019,ARG7,2
USA28019,ARG8,2
USA28019,ARG9,16
USA28019,MEX1,21
USA28019,MEX10,15
USA28019,MEX11,183
USA28019,MEX12,13
USA28019,MEX13,85
USA28019,MEX14,52
USA28019,MEX15,23
USA28019,MEX16,19
USA28019,MEX17,9
USA28019,MEX18,9
USA28019,MEX19,106
USA28019,MEX2,29
USA28019,MEX20,421
USA28019,MEX21,17
USA28019,MEX22,20
USA28019,MEX23,141
USA28019,MEX24,80
USA28019,MEX25,13
USA28019,MEX26,33
USA28019,MEX27,17
USA28019,MEX28,29
USA28019,MEX29,16
USA28019,MEX3,27
USA28019,MEX30,40
USA28019,MEX31,31
USA28019,MEX32,21
USA28019,MEX4,24
USA28019,MEX5,33
USA28019,MEX6,28
USA28019,MEX7,54
USA28019,MEX8,11
USA28019,MEX9,22
USA28021,ARG1,7
USA28021,ARG10,1
USA28021,ARG11,10
USA28021,ARG12,10
USA28021,ARG13,13
USA28021,ARG14,13
USA28021,ARG15,12
USA28021,ARG16,6
USA28021,ARG17,10
USA28021,ARG18,8
USA28021,ARG19,11
USA28021,ARG2,11
USA28021,ARG20,1
USA28021,ARG21,9
USA28021,ARG22,17
USA28021,ARG23,1
USA28021,ARG24,5
USA28021,ARG3,1
USA28021,ARG4,23
USA28021,ARG5,12
USA28021,ARG6,11
USA28021,ARG7,9
USA28021,ARG8,9
USA28021,ARG9,11
USA28021,MEX1,27
USA28021,MEX10,37
USA28021,MEX11,33
USA28021,MEX12,11
USA28021,MEX13,16
USA28021,MEX14,27
USA28021,MEX15,16
USA28021,MEX16,40
USA28021,MEX17,17
USA28021,MEX18,24
USA28021,MEX19,34
USA28021,MEX2,33
USA28021,MEX20,30
USA28021,MEX21,16
USA28021,MEX22,20
USA28021,MEX23,33
USA28021,MEX24,31
USA28021,MEX25,20
USA28021,MEX26,103
USA28021,MEX27,17
USA28021,MEX28,28
USA28021,MEX29,19
USA28021,MEX3,46
USA28021,MEX30,22
USA28021,MEX31,17
USA28021,MEX32,31
USA28021,MEX4,17
USA28021,MEX5,155
USA28021,MEX6,50
USA28021,MEX7,31
USA28021,MEX8,13
USA28021,MEX9,17
USA28023,ARG1,9
USA28023,ARG10,5
USA28023,ARG11,6
USA28023,ARG12,6
USA28023,ARG13,7
USA28023,ARG14,14
USA28023,ARG15,13
USA28023,ARG16,8
USA28023,ARG17,3
USA28023,ARG18,4
USA28023,ARG19,6
USA28023,ARG2,6
USA28023,ARG20,6
USA28023,ARG21,5
USA28023,ARG22,4
USA28023,ARG23,3
USA28023,ARG24,5
USA28023,ARG3,4
USA28023,ARG4,4
USA28023,ARG5,10
USA28023,ARG6,12
USA28023,ARG7,7
USA28023,ARG8,6
USA28023,ARG9,5
USA28023,MEX1,18
USA28023,MEX10,24
USA28023,MEX11,19
USA28023,MEX12,77
USA28023,MEX13,16
USA28023,MEX14,22
USA28023,MEX15,12
USA28023,MEX16,23
USA28023,MEX17,9
USA28023,MEX18,10
USA28023,MEX19,135
USA28023,MEX2,24
USA28023,MEX20,12
USA28023,MEX21,11
USA28023,MEX22,67
USA28023,MEX23,28
USA28023,MEX24,33
USA28023,MEX25,20
USA28023,MEX26,15
USA28023,MEX27,16
USA28023,MEX28,30
USA28023,MEX29,15
USA28023,MEX3,74
USA28023,MEX30,26
USA28023,MEX31,16
USA28023,MEX32,21
USA28023,MEX4,26
USA28023,MEX5,23
USA28023,MEX6,16
USA28023,MEX7,17
USA28023,MEX8,8
USA28023,MEX9,14
USA28025,ARG1,8
USA28025,ARG10,4
USA28025,ARG11,8
USA28025,ARG12,10
USA28025,ARG13,9
USA28025,ARG14,10
USA28025,ARG15,11
USA28025,ARG16,6
USA28025,ARG17,8
USA28025,ARG18,9
USA28025,ARG19,3
USA28025,ARG2,8
USA28025,ARG20,9
USA28025,ARG21,8
USA28025,ARG22,7
USA28025,ARG23,11
USA28025,ARG24,8
USA28025,ARG3,7
USA28025,ARG4,9
USA28025,ARG5,11
USA28025,ARG6,9
USA28025,ARG7,12
USA28025,ARG8,6
USA28025,ARG9,8
USA28025,MEX1,16
USA28025,MEX10,19
USA28025,MEX11,22
USA28025,MEX12,26
USA28025,MEX13,164
USA28025,MEX14,41
USA28025,MEX15,18
USA28025,MEX16,100
USA28025,MEX17,14
USA28025,MEX18,16
USA28025,MEX19,25
USA28025,MEX2,38
USA28025,MEX20,41
USA28025,MEX21,16
