user_loc,fr_loc,scaled_sci
USA20061,ARG24,9
USA20061,ARG3,7
USA20061,ARG4,9
USA20061,ARG5,14
USA20061,ARG6,27
USA20061,ARG7,8
USA20061,ARG8,9
USA20061,ARG9,10
USA20061,MEX1,66
USA20061,MEX10,590
USA20061,MEX11,187
USA20061,MEX12,182
USA20061,MEX13,60
USA20061,MEX14,141
USA20061,MEX15,74
USA20061,MEX16,69
USA20061,MEX17,32
USA20061,MEX18,56
USA20061,MEX19,93
USA20061,MEX2,77
USA20061,MEX20,64
USA20061,MEX21,33
USA20061,MEX22,58
USA20061,MEX23,50
USA20061,MEX24,223
USA20061,MEX25,118
USA20061,MEX26,84
USA20061,MEX27,26
USA20061,MEX28,243
USA20061,MEX29,19
USA20061,MEX3,319
USA20061,MEX30,43
USA20061,MEX31,25
USA20061,MEX32,750
USA20061,MEX4,31
USA20061,MEX5,32
USA20061,MEX6,318
USA20061,MEX7,89
USA20061,MEX8,77
USA20061,MEX9,47
USA20063,ARG1,4
USA20063,ARG10,1
USA20063,ARG11,1
USA20063,ARG12,1
USA20063,ARG13,2
USA20063,ARG14,1
USA20063,ARG15,1
USA20063,ARG16,1
USA20063,ARG17,1
USA20063,ARG18,1
USA20063,ARG19,1
USA20063,ARG2,5
USA20063,ARG20,1
USA20063,ARG21,1
USA20063,ARG22,1
USA20063,ARG23,1
USA20063,ARG24,3
USA20063,ARG3,1
USA20063,ARG4,1
USA20063,ARG5,1
USA20063,ARG6,4
USA20063,ARG7,7
USA20063,ARG8,1
USA20063,ARG9,1
USA20063,MEX1,499
USA20063,MEX10,82
USA20063,MEX11,36
USA20063,MEX12,4
USA20063,MEX13,7
USA20063,MEX14,24
USA20063,MEX15,12
USA20063,MEX16,4
USA20063,MEX17,7
USA20063,MEX18,23
USA20063,MEX19,20
USA20063,MEX2,33
USA20063,MEX20,6
USA20063,MEX21,5
USA20063,MEX22,2
USA20063,MEX23,43
USA20063,MEX24,289
USA20063,MEX25,77
USA20063,MEX26,33
USA20063,MEX27,2
USA20063,MEX28,11
USA20063,MEX29,1
USA20063,MEX3,22
USA20063,MEX30,5
USA20063,MEX31,3
USA20063,MEX32,30
USA20063,MEX4,11
USA20063,MEX5,19
USA20063,MEX6,185
USA20063,MEX7,18
USA20063,MEX8,4
USA20063,MEX9,12
USA20065,ARG1,40
USA20065,ARG10,28
USA20065,ARG11,465
USA20065,ARG12,1
USA20065,ARG13,44
USA20065,ARG14,23
USA20065,ARG15,244
USA20065,ARG16,47
USA20065,ARG17,13
USA20065,ARG18,37
USA20065,ARG19,33
USA20065,ARG2,32
USA20065,ARG20,90
USA20065,ARG21,26
USA20065,ARG22,9
USA20065,ARG23,1
USA20065,ARG24,13
USA20065,ARG3,1
USA20065,ARG4,16
USA20065,ARG5,23
USA20065,ARG6,50
USA20065,ARG7,30
USA20065,ARG8,13
USA20065,ARG9,7
USA20065,MEX1,22
USA20065,MEX10,19
USA20065,MEX11,52
USA20065,MEX12,7
USA20065,MEX13,12
USA20065,MEX14,47
USA20065,MEX15,17
USA20065,MEX16,11
USA20065,MEX17,28
USA20065,MEX18,37
USA20065,MEX19,23
USA20065,MEX2,58
USA20065,MEX20,11
USA20065,MEX21,13
USA20065,MEX22,52
USA20065,MEX23,32
USA20065,MEX24,9
USA20065,MEX25,16
USA20065,MEX26,36
USA20065,MEX27,13
USA20065,MEX28,202
USA20065,MEX29,1
USA20065,MEX3,30
USA20065,MEX30,7
USA20065,MEX31,14
USA20065,MEX32,16
USA20065,MEX4,15
USA20065,MEX5,11
USA20065,MEX6,57
USA20065,MEX7,32
USA20065,MEX8,328
USA20065,MEX9,25
USA20067,ARG1,21
USA20067,ARG10,7
USA20067,ARG11,12
USA20067,ARG12,13
USA20067,ARG13,18
USA20067,ARG14,25
USA20067,ARG15,20
USA20067,ARG16,12
USA20067,ARG17,14
USA20067,ARG18,25
USA20067,ARG19,10
USA20067,ARG2,19
USA20067,ARG20,24
USA20067,ARG21,22
USA20067,ARG22,26
USA20067,ARG23,27
USA20067,ARG24,16
USA20067,ARG3,6
USA20067,ARG4,15
USA20067,ARG5,17
USA20067,ARG6,39
USA20067,ARG7,26
USA20067,ARG8,14
USA20067,ARG9,26
USA20067,MEX1,1587
USA20067,MEX10,8274
USA20067,MEX11,1052
USA20067,MEX12,728
USA20067,MEX13,394
USA20067,MEX14,514
USA20067,MEX15,221
USA20067,MEX16,1978
USA20067,MEX17,298
USA20067,MEX18,665
USA20067,MEX19,825
USA20067,MEX2,380
USA20067,MEX20,386
USA20067,MEX21,234
USA20067,MEX22,287
USA20067,MEX23,241
USA20067,MEX24,707
USA20067,MEX25,3041
USA20067,MEX26,1677
USA20067,MEX27,203
USA20067,MEX28,839
USA20067,MEX29,158
USA20067,MEX3,644
USA20067,MEX30,351
USA20067,MEX31,269
USA20067,MEX32,7859
USA20067,MEX4,180
USA20067,MEX5,417
USA20067,MEX6,17255
USA20067,MEX7,1249
USA20067,MEX8,325
USA20067,MEX9,170
USA20069,ARG1,12
USA20069,ARG10,1
USA20069,ARG11,34
USA20069,ARG12,1
USA20069,ARG13,16
USA20069,ARG14,7
USA20069,ARG15,15
USA20069,ARG16,6
USA20069,ARG17,6
USA20069,ARG18,3
USA20069,ARG19,30
USA20069,ARG2,143
USA20069,ARG20,5
USA20069,ARG21,82
USA20069,ARG22,24
USA20069,ARG23,7
USA20069,ARG24,8
USA20069,ARG3,16
USA20069,ARG4,8
USA20069,ARG5,10
USA20069,ARG6,18
USA20069,ARG7,14
USA20069,ARG8,5
USA20069,ARG9,14
USA20069,MEX1,353
USA20069,MEX10,902
USA20069,MEX11,316
USA20069,MEX12,387
USA20069,MEX13,116
USA20069,MEX14,303
USA20069,MEX15,88
USA20069,MEX16,425
USA20069,MEX17,240
USA20069,MEX18,978
USA20069,MEX19,133
USA20069,MEX2,187
USA20069,MEX20,213
USA20069,MEX21,149
USA20069,MEX22,153
USA20069,MEX23,151
USA20069,MEX24,679
USA20069,MEX25,614
USA20069,MEX26,467
USA20069,MEX27,84
USA20069,MEX28,158
USA20069,MEX29,74
USA20069,MEX3,421
USA20069,MEX30,143
USA20069,MEX31,59
USA20069,MEX32,2488
USA20069,MEX4,121
USA20069,MEX5,1121
USA20069,MEX6,8347
USA20069,MEX7,1027
USA20069,MEX8,1843
USA20069,MEX9,73
USA20071,ARG1,22
USA20071,ARG10,27
USA20071,ARG11,1
USA20071,ARG12,35
USA20071,ARG13,27
USA20071,ARG14,13
USA20071,ARG15,30
USA20071,ARG16,27
USA20071,ARG17,6
USA20071,ARG18,19
USA20071,ARG19,36
USA20071,ARG2,22
USA20071,ARG20,39
USA20071,ARG21,20
USA20071,ARG22,8
USA20071,ARG23,1
USA20071,ARG24,26
USA20071,ARG3,18
USA20071,ARG4,24
USA20071,ARG5,22
USA20071,ARG6,15
USA20071,ARG7,19
USA20071,ARG8,26
USA20071,ARG9,59
USA20071,MEX1,179
USA20071,MEX10,276
USA20071,MEX11,125
USA20071,MEX12,115
USA20071,MEX13,4844
USA20071,MEX14,343
USA20071,MEX15,108
USA20071,MEX16,250
USA20071,MEX17,88
USA20071,MEX18,181
USA20071,MEX19,216
USA20071,MEX2,184
USA20071,MEX20,107
USA20071,MEX21,927
USA20071,MEX22,542
USA20071,MEX23,154
USA20071,MEX24,125
USA20071,MEX25,84
USA20071,MEX26,161
USA20071,MEX27,131
USA20071,MEX28,318
USA20071,MEX29,97
USA20071,MEX3,130
USA20071,MEX30,1103
USA20071,MEX31,86
USA20071,MEX32,371
USA20071,MEX4,242
USA20071,MEX5,259
USA20071,MEX6,2275
USA20071,MEX7,206
USA20071,MEX8,134
USA20071,MEX9,100
USA20073,ARG1,18
USA20073,ARG10,8
USA20073,ARG11,19
USA20073,ARG12,8
USA20073,ARG13,13
USA20073,ARG14,12
USA20073,ARG15,13
USA20073,ARG16,11
USA20073,ARG17,11
USA20073,ARG18,6
USA20073,ARG19,17
USA20073,ARG2,16
USA20073,ARG20,12
USA20073,ARG21,9
USA20073,ARG22,9
USA20073,ARG23,11
USA20073,ARG24,11
USA20073,ARG3,8
USA20073,ARG4,8
USA20073,ARG5,19
USA20073,ARG6,24
USA20073,ARG7,11
USA20073,ARG8,12
USA20073,ARG9,16
USA20073,MEX1,63
USA20073,MEX10,212
USA20073,MEX11,294
USA20073,MEX12,78
USA20073,MEX13,109
USA20073,MEX14,113
USA20073,MEX15,53
USA20073,MEX16,554
USA20073,MEX17,64
USA20073,MEX18,291
USA20073,MEX19,119
USA20073,MEX2,46
USA20073,MEX20,30
USA20073,MEX21,50
USA20073,MEX22,136
USA20073,MEX23,57
USA20073,MEX24,175
USA20073,MEX25,30
USA20073,MEX26,39
USA20073,MEX27,40
USA20073,MEX28,319
USA20073,MEX29,29
USA20073,MEX3,59
USA20073,MEX30,58
USA20073,MEX31,21
USA20073,MEX32,235
USA20073,MEX4,29
USA20073,MEX5,73
USA20073,MEX6,237
USA20073,MEX7,230
USA20073,MEX8,56
USA20073,MEX9,43
USA20075,ARG1,28
USA20075,ARG10,33
USA20075,ARG11,12
USA20075,ARG12,30
USA20075,ARG13,21
USA20075,ARG14,46
USA20075,ARG15,33
USA20075,ARG16,15
USA20075,ARG17,45
USA20075,ARG18,42
USA20075,ARG19,27
USA20075,ARG2,37
USA20075,ARG20,7
USA20075,ARG21,32
USA20075,ARG22,87
USA20075,ARG23,37
USA20075,ARG24,39
USA20075,ARG3,18
USA20075,ARG4,46
USA20075,ARG5,8
USA20075,ARG6,37
USA20075,ARG7,20
USA20075,ARG8,26
USA20075,ARG9,42
USA20075,MEX1,3341
USA20075,MEX10,2825
USA20075,MEX11,2089
USA20075,MEX12,470
USA20075,MEX13,668
USA20075,MEX14,1143
USA20075,MEX15,252
USA20075,MEX16,2003
USA20075,MEX17,949
USA20075,MEX18,519
USA20075,MEX19,473
USA20075,MEX2,362
USA20075,MEX20,487
USA20075,MEX21,240
USA20075,MEX22,695
USA20075,MEX23,510
USA20075,MEX24,1721
USA20075,MEX25,4291
USA20075,MEX26,2787
USA20075,MEX27,368
USA20075,MEX28,496
USA20075,MEX29,354
USA20075,MEX3,661
USA20075,MEX30,1488
USA20075,MEX31,140
USA20075,MEX32,3239
USA20075,MEX4,190
USA20075,MEX5,1229
USA20075,MEX6,23501
USA20075,MEX7,1018
USA20075,MEX8,1557
USA20075,MEX9,288
USA20077,ARG1,8
USA20077,ARG10,2
USA20077,ARG11,9
USA20077,ARG12,1
USA20077,ARG13,4
USA20077,ARG14,9
USA20077,ARG15,11
USA20077,ARG16,8
USA20077,ARG17,18
USA20077,ARG18,1
USA20077,ARG19,1
USA20077,ARG2,8
USA20077,ARG20,5
USA20077,ARG21,7
USA20077,ARG22,5
USA20077,ARG23,8
USA20077,ARG24,5
USA20077,ARG3,1
USA20077,ARG4,15
USA20077,ARG5,12
USA20077,ARG6,11
USA20077,ARG7,11
USA20077,ARG8,5
USA20077,ARG9,1
USA20077,MEX1,38
USA20077,MEX10,82
USA20077,MEX11,60
USA20077,MEX12,1641
USA20077,MEX13,31
USA20077,MEX14,162
USA20077,MEX15,39
USA20077,MEX16,68
USA20077,MEX17,121
USA20077,MEX18,58
USA20077,MEX19,228
USA20077,MEX2,176
USA20077,MEX20,100
USA20077,MEX21,40
USA20077,MEX22,33
USA20077,MEX23,52
USA20077,MEX24,82
USA20077,MEX25,273
USA20077,MEX26,66
USA20077,MEX27,24
USA20077,MEX28,252
USA20077,MEX29,26
USA20077,MEX3,81
USA20077,MEX30,39
USA20077,MEX31,18
USA20077,MEX32,50
USA20077,MEX4,41
USA20077,MEX5,42
USA20077,MEX6,104
USA20077,MEX7,64
USA20077,MEX8,38
USA20077,MEX9,31
USA20079,ARG1,14
USA20079,ARG10,44
USA20079,ARG11,14
USA20079,ARG12,6
USA20079,ARG13,13
USA20079,ARG14,8
USA20079,ARG15,18
USA20079,ARG16,15
USA20079,ARG17,8
USA20079,ARG18,7
USA20079,ARG19,10
USA20079,ARG2,16
USA20079,ARG20,11
USA20079,ARG21,8
USA20079,ARG22,6
USA20079,ARG23,18
USA20079,ARG24,16
USA20079,ARG3,6
USA20079,ARG4,7
USA20079,ARG5,16
USA20079,ARG6,24
USA20079,ARG7,9
USA20079,ARG8,12
USA20079,ARG9,14
USA20079,MEX1,82
USA20079,MEX10,1243
USA20079,MEX11,125
USA20079,MEX12,166
USA20079,MEX13,74
USA20079,MEX14,601
USA20079,MEX15,49
USA20079,MEX16,187
USA20079,MEX17,223
USA20079,MEX18,146
USA20079,MEX19,61
USA20079,MEX2,83
USA20079,MEX20,181
USA20079,MEX21,57
USA20079,MEX22,68
USA20079,MEX23,91
USA20079,MEX24,220
USA20079,MEX25,167
USA20079,MEX26,106
USA20079,MEX27,26
USA20079,MEX28,128
USA20079,MEX29,31
USA20079,MEX3,106
USA20079,MEX30,35
USA20079,MEX31,176
USA20079,MEX32,285
USA20079,MEX4,36
USA20079,MEX5,178
USA20079,MEX6,933
USA20079,MEX7,291
USA20079,MEX8,57
USA20079,MEX9,57
USA20081,ARG1,13
USA20081,ARG10,7
USA20081,ARG11,7
USA20081,ARG12,13
USA20081,ARG13,6
USA20081,ARG14,7
USA20081,ARG15,7
USA20081,ARG16,1
USA20081,ARG17,17
USA20081,ARG18,23
USA20081,ARG19,10
USA20081,ARG2,8
USA20081,ARG20,7
USA20081,ARG21,15
USA20081,ARG22,36
USA20081,ARG23,26
USA20081,ARG24,9
USA20081,ARG3,19
USA20081,ARG4,3
USA20081,ARG5,4
USA20081,ARG6,12
USA20081,ARG7,17
USA20081,ARG8,11
USA20081,ARG9,22
USA20081,MEX1,522
USA20081,MEX10,4534
USA20081,MEX11,241
USA20081,MEX12,122
USA20081,MEX13,2493
USA20081,MEX14,838
USA20081,MEX15,106
USA20081,MEX16,353
USA20081,MEX17,243
USA20081,MEX18,474
USA20081,MEX19,588
USA20081,MEX2,291
USA20081,MEX20,127
USA20081,MEX21,125
USA20081,MEX22,788
USA20081,MEX23,132
USA20081,MEX24,539
USA20081,MEX25,458
USA20081,MEX26,2826
USA20081,MEX27,80
USA20081,MEX28,229
USA20081,MEX29,149
USA20081,MEX3,295
USA20081,MEX30,324
USA20081,MEX31,81
USA20081,MEX32,1985
USA20081,MEX4,181
USA20081,MEX5,108
USA20081,MEX6,12758
USA20081,MEX7,383
USA20081,MEX8,251
USA20081,MEX9,99
USA20083,ARG1,9
USA20083,ARG10,15
USA20083,ARG11,1
USA20083,ARG12,1
USA20083,ARG13,10
USA20083,ARG14,11
USA20083,ARG15,9
USA20083,ARG16,23
USA20083,ARG17,13
USA20083,ARG18,1
USA20083,ARG19,1
USA20083,ARG2,2
USA20083,ARG20,1
USA20083,ARG21,10
USA20083,ARG22,20
USA20083,ARG23,31
USA20083,ARG24,1
USA20083,ARG3,1
USA20083,ARG4,1
USA20083,ARG5,18
USA20083,ARG6,13
USA20083,ARG7,5
USA20083,ARG8,1
USA20083,ARG9,11
USA20083,MEX1,23
USA20083,MEX10,2332
USA20083,MEX11,1192
USA20083,MEX12,24
USA20083,MEX13,27
USA20083,MEX14,136
USA20083,MEX15,19
USA20083,MEX16,74
USA20083,MEX17,13
USA20083,MEX18,47
USA20083,MEX19,42
USA20083,MEX2,114
USA20083,MEX20,10
USA20083,MEX21,15
USA20083,MEX22,74
USA20083,MEX23,37
USA20083,MEX24,38
USA20083,MEX25,393
USA20083,MEX26,117
USA20083,MEX27,9
USA20083,MEX28,31
USA20083,MEX29,30
USA20083,MEX3,197
USA20083,MEX30,17
USA20083,MEX31,18
USA20083,MEX32,114
USA20083,MEX4,34
USA20083,MEX5,18
USA20083,MEX6,859
USA20083,MEX7,69
USA20083,MEX8,42
USA20083,MEX9,22
USA20085,ARG1,11
USA20085,ARG10,10
USA20085,ARG11,5
USA20085,ARG12,8
USA20085,ARG13,12
USA20085,ARG14,9
USA20085,ARG15,11
USA20085,ARG16,16
USA20085,ARG17,6
USA20085,ARG18,7
USA20085,ARG19,2
USA20085,ARG2,8
USA20085,ARG20,14
USA20085,ARG21,8
USA20085,ARG22,4
USA20085,ARG23,26
USA20085,ARG24,6
USA20085,ARG3,1
USA20085,ARG4,8
USA20085,ARG5,20
USA20085,ARG6,16
USA20085,ARG7,5
USA20085,ARG8,5
USA20085,ARG9,9
USA20085,MEX1,30
USA20085,MEX10,333
USA20085,MEX11,56
USA20085,MEX12,28
USA20085,MEX13,18
USA20085,MEX14,43
USA20085,MEX15,24
USA20085,MEX16,29
USA20085,MEX17,23
USA20085,MEX18,16
USA20085,MEX19,37
USA20085,MEX2,27
USA20085,MEX20,28
USA20085,MEX21,23
USA20085,MEX22,19
USA20085,MEX23,65
USA20085,MEX24,29
USA20085,MEX25,19
USA20085,MEX26,51
USA20085,MEX27,10
USA20085,MEX28,23
USA20085,MEX29,19
USA20085,MEX3,27
USA20085,MEX30,13
USA20085,MEX31,15
USA20085,MEX32,269
USA20085,MEX4,33
USA20085,MEX5,46
USA20085,MEX6,340
USA20085,MEX7,120
USA20085,MEX8,8
USA20085,MEX9,21
USA20087,ARG1,8
USA20087,ARG10,4
USA20087,ARG11,7
USA20087,ARG12,6
USA20087,ARG13,6
USA20087,ARG14,6
USA20087,ARG15,7
USA20087,ARG16,5
USA20087,ARG17,3
USA20087,ARG18,4
USA20087,ARG19,4
USA20087,ARG2,8
USA20087,ARG20,11
USA20087,ARG21,7
USA20087,ARG22,4
USA20087,ARG23,12
USA20087,ARG24,4
USA20087,ARG3,5
USA20087,ARG4,4
USA20087,ARG5,8
USA20087,ARG6,16
USA20087,ARG7,8
USA20087,ARG8,11
USA20087,ARG9,5
USA20087,MEX1,49
USA20087,MEX10,502
USA20087,MEX11,78
USA20087,MEX12,85
USA20087,MEX13,41
USA20087,MEX14,48
USA20087,MEX15,14
USA20087,MEX16,23
USA20087,MEX17,13
USA20087,MEX18,17
USA20087,MEX19,18
USA20087,MEX2,53
USA20087,MEX20,10
USA20087,MEX21,14
USA20087,MEX22,22
USA20087,MEX23,43
USA20087,MEX24,22
USA20087,MEX25,18
USA20087,MEX26,21
USA20087,MEX27,8
USA20087,MEX28,19
USA20087,MEX29,8
USA20087,MEX3,23
USA20087,MEX30,7
USA20087,MEX31,14
USA20087,MEX32,130
USA20087,MEX4,33
USA20087,MEX5,11
USA20087,MEX6,90
USA20087,MEX7,38
USA20087,MEX8,37
USA20087,MEX9,18
USA20089,ARG1,13
USA20089,ARG10,4
USA20089,ARG11,18
USA20089,ARG12,16
USA20089,ARG13,7
USA20089,ARG14,22
USA20089,ARG15,18
USA20089,ARG16,28
USA20089,ARG17,7
USA20089,ARG18,1
USA20089,ARG19,1
USA20089,ARG2,10
USA20089,ARG20,9
USA20089,ARG21,16
USA20089,ARG22,7
USA20089,ARG23,1
USA20089,ARG24,2
USA20089,ARG3,1
USA20089,ARG4,13
USA20089,ARG5,1
USA20089,ARG6,28
USA20089,ARG7,6
USA20089,ARG8,19
USA20089,ARG9,15
USA20089,MEX1,281
USA20089,MEX10,561
USA20089,MEX11,59
USA20089,MEX12,33
USA20089,MEX13,114
USA20089,MEX14,138
USA20089,MEX15,37
USA20089,MEX16,725
USA20089,MEX17,12
USA20089,MEX18,34
USA20089,MEX19,110
USA20089,MEX2,59
USA20089,MEX20,221
USA20089,MEX21,23
USA20089,MEX22,96
USA20089,MEX23,85
USA20089,MEX24,61
USA20089,MEX25,24
USA20089,MEX26,35
USA20089,MEX27,50
USA20089,MEX28,34
USA20089,MEX29,16
USA20089,MEX3,52
USA20089,MEX30,23
USA20089,MEX31,28
USA20089,MEX32,39
USA20089,MEX4,206
USA20089,MEX5,68
USA20089,MEX6,30
USA20089,MEX7,39
USA20089,MEX8,295
USA20089,MEX9,35
USA20091,ARG1,23
USA20091,ARG10,13
USA20091,ARG11,16
USA20091,ARG12,10
USA20091,ARG13,23
USA20091,ARG14,14
USA20091,ARG15,19
USA20091,ARG16,18
USA20091,ARG17,15
USA20091,ARG18,28
USA20091,ARG19,14
USA20091,ARG2,23
USA20091,ARG20,14
USA20091,ARG21,18
USA20091,ARG22,15
USA20091,ARG23,15
USA20091,ARG24,28
USA20091,ARG3,9
USA20091,ARG4,15
USA20091,ARG5,19
USA20091,ARG6,67
USA20091,ARG7,12
USA20091,ARG8,16
USA20091,ARG9,26
USA20091,MEX1,200
USA20091,MEX10,532
USA20091,MEX11,265
USA20091,MEX12,188
USA20091,MEX13,197
USA20091,MEX14,312
USA20091,MEX15,90
USA20091,MEX16,324
USA20091,MEX17,126
USA20091,MEX18,233
USA20091,MEX19,136
USA20091,MEX2,160
USA20091,MEX20,393
USA20091,MEX21,93
USA20091,MEX22,318
USA20091,MEX23,187
USA20091,MEX24,394
USA20091,MEX25,123
USA20091,MEX26,179
USA20091,MEX27,62
USA20091,MEX28,159
USA20091,MEX29,82
USA20091,MEX3,135
USA20091,MEX30,318
USA20091,MEX31,65
USA20091,MEX32,947
USA20091,MEX4,84
USA20091,MEX5,93
USA20091,MEX6,876
USA20091,MEX7,197
USA20091,MEX8,190
USA20091,MEX9,89
USA20093,ARG1,39
USA20093,ARG10,47
USA20093,ARG11,65
USA20093,ARG12,11
USA20093,ARG13,33
USA20093,ARG14,38
USA20093,ARG15,21
USA20093,ARG16,36
USA20093,ARG17,69
USA20093,ARG18,20
USA20093,ARG19,40
USA20093,ARG2,31
USA20093,ARG20,6
USA20093,ARG21,47
USA20093,ARG22,30
USA20093,ARG23,34
USA20093,ARG24,40
USA20093,ARG3,27
USA20093,ARG4,41
USA20093,ARG5,17
USA20093,ARG6,54
USA20093,ARG7,40
USA20093,ARG8,55
USA20093,ARG9,48
USA20093,MEX1,515
USA20093,MEX10,4727
USA20093,MEX11,1003
USA20093,MEX12,1124
USA20093,MEX13,215
USA20093,MEX14,743
USA20093,MEX15,187
USA20093,MEX16,207
USA20093,MEX17,229
USA20093,MEX18,564
USA20093,MEX19,370
USA20093,MEX2,427
USA20093,MEX20,1148
USA20093,MEX21,124
USA20093,MEX22,319
USA20093,MEX23,393
USA20093,MEX24,271
USA20093,MEX25,1387
USA20093,MEX26,1733
USA20093,MEX27,136
USA20093,MEX28,205
USA20093,MEX29,114
USA20093,MEX3,558
USA20093,MEX30,136
USA20093,MEX31,93
USA20093,MEX32,4592
USA20093,MEX4,81
USA20093,MEX5,139
USA20093,MEX6,13718
USA20093,MEX7,1200
USA20093,MEX8,1115
USA20093,MEX9,186
USA20095,ARG1,12
USA20095,ARG10,4
USA20095,ARG11,21
USA20095,ARG12,7
USA20095,ARG13,11
USA20095,ARG14,8
USA20095,ARG15,9
USA20095,ARG16,15
USA20095,ARG17,5
USA20095,ARG18,7
USA20095,ARG19,7
USA20095,ARG2,8
USA20095,ARG20,18
USA20095,ARG21,17
USA20095,ARG22,2
USA20095,ARG23,1
USA20095,ARG24,6
USA20095,ARG3,7
USA20095,ARG4,8
USA20095,ARG5,12
USA20095,ARG6,15
USA20095,ARG7,10
USA20095,ARG8,7
USA20095,ARG9,18
USA20095,MEX1,27
USA20095,MEX10,467
USA20095,MEX11,67
USA20095,MEX12,25
USA20095,MEX13,14
USA20095,MEX14,19
USA20095,MEX15,12
USA20095,MEX16,115
USA20095,MEX17,32
USA20095,MEX18,13
USA20095,MEX19,48
USA20095,MEX2,206
USA20095,MEX20,7
USA20095,MEX21,10
USA20095,MEX22,26
USA20095,MEX23,30
USA20095,MEX24,51
USA20095,MEX25,12
USA20095,MEX26,20
USA20095,MEX27,6
USA20095,MEX28,28
USA20095,MEX29,9
USA20095,MEX3,52
USA20095,MEX30,11
USA20095,MEX31,11
USA20095,MEX32,201
USA20095,MEX4,7
USA20095,MEX5,5
USA20095,MEX6,272
USA20095,MEX7,93
USA20095,MEX8,14
USA20095,MEX9,17
USA20097,ARG1,11
USA20097,ARG10,14
USA20097,ARG11,10
USA20097,ARG12,1
USA20097,ARG13,8
USA20097,ARG14,7
USA20097,ARG15,16
USA20097,ARG16,23
USA20097,ARG17,1
USA20097,ARG18,1
USA20097,ARG19,7
USA20097,ARG2,7
USA20097,ARG20,21
USA20097,ARG21,13
USA20097,ARG22,1
USA20097,ARG23,19
USA20097,ARG24,20
USA20097,ARG3,28
USA20097,ARG4,4
USA20097,ARG5,6
USA20097,ARG6,22
USA20097,ARG7,14
USA20097,ARG8,6
USA20097,ARG9,19
USA20097,MEX1,112
USA20097,MEX10,724
USA20097,MEX11,238
USA20097,MEX12,16
USA20097,MEX13,29
USA20097,MEX14,47
USA20097,MEX15,34
USA20097,MEX16,28
USA20097,MEX17,10
USA20097,MEX18,45
USA20097,MEX19,74
USA20097,MEX2,85
USA20097,MEX20,16
USA20097,MEX21,22
USA20097,MEX22,72
USA20097,MEX23,27
USA20097,MEX24,981
USA20097,MEX25,483
USA20097,MEX26,71
USA20097,MEX27,17
USA20097,MEX28,54
USA20097,MEX29,21
USA20097,MEX3,65
USA20097,MEX30,12
USA20097,MEX31,16
USA20097,MEX32,665
USA20097,MEX4,18
USA20097,MEX5,12
USA20097,MEX6,1580
USA20097,MEX7,376
USA20097,MEX8,26
USA20097,MEX9,23
USA20099,ARG1,10
USA20099,ARG10,9
USA20099,ARG11,18
USA20099,ARG12,7
USA20099,ARG13,9
USA20099,ARG14,4
USA20099,ARG15,11
USA20099,ARG16,6
USA20099,ARG17,5
USA20099,ARG18,5
USA20099,ARG19,12
USA20099,ARG2,10
USA20099,ARG20,12
USA20099,ARG21,7
USA20099,ARG22,6
USA20099,ARG23,10
USA20099,ARG24,6
USA20099,ARG3,6
USA20099,ARG4,7
USA20099,ARG5,14
USA20099,ARG6,16
USA20099,ARG7,6
USA20099,ARG8,8
USA20099,ARG9,4
USA20099,MEX1,37
USA20099,MEX10,126
USA20099,MEX11,157
USA20099,MEX12,12
USA20099,MEX13,21
USA20099,MEX14,25
USA20099,MEX15,14
USA20099,MEX16,28
USA20099,MEX17,12
USA20099,MEX18,50
USA20099,MEX19,22
USA20099,MEX2,97
USA20099,MEX20,12
USA20099,MEX21,16
USA20099,MEX22,30
USA20099,MEX23,33
USA20099,MEX24,31
USA20099,MEX25,13
USA20099,MEX26,25
USA20099,MEX27,13
USA20099,MEX28,67
USA20099,MEX29,26
USA20099,MEX3,29
USA20099,MEX30,11
USA20099,MEX31,19
USA20099,MEX32,86
USA20099,MEX4,10
USA20099,MEX5,28
USA20099,MEX6,74
USA20099,MEX7,213
USA20099,MEX8,19
USA20099,MEX9,15
USA20101,ARG1,15
USA20101,ARG10,1
USA20101,ARG11,1
USA20101,ARG12,1
USA20101,ARG13,8
USA20101,ARG14,1
USA20101,ARG15,7
USA20101,ARG16,1
USA20101,ARG17,11
USA20101,ARG18,6
USA20101,ARG19,9
USA20101,ARG2,9
USA20101,ARG20,1
USA20101,ARG21,8
USA20101,ARG22,5
USA20101,ARG23,1
USA20101,ARG24,3
USA20101,ARG3,1
USA20101,ARG4,1
USA20101,ARG5,15
USA20101,ARG6,12
USA20101,ARG7,14
USA20101,ARG8,4
USA20101,ARG9,26
USA20101,MEX1,355
USA20101,MEX10,359
USA20101,MEX11,2173
USA20101,MEX12,1439
USA20101,MEX13,1055
USA20101,MEX14,365
USA20101,MEX15,155
USA20101,MEX16,1004
USA20101,MEX17,393
USA20101,MEX18,5792
USA20101,MEX19,185
USA20101,MEX2,206
USA20101,MEX20,259
USA20101,MEX21,421
USA20101,MEX22,419
USA20101,MEX23,91
USA20101,MEX24,306
USA20101,MEX25,795
USA20101,MEX26,226
USA20101,MEX27,43
USA20101,MEX28,2221
USA20101,MEX29,210
USA20101,MEX3,303
USA20101,MEX30,96
USA20101,MEX31,37
USA20101,MEX32,2418
USA20101,MEX4,43
USA20101,MEX5,44
USA20101,MEX6,6823
USA20101,MEX7,134
USA20101,MEX8,87
USA20101,MEX9,175
